IP Address,TimeStamp,Transfer(s1),s2,s3,s4,s5,Priority,Membership
182.341.12.16,23-01-2023 12.10,9.912,4.46,5.452,5.268,4.644,2,Basic Membership
161.247.3.14,23-01-2023 12.15,8.109,5.595,2.514,3.493,4.616,3,Basic Membership
188.320.19.13,23-01-2023 12.20,7.735,5.801,1.934,3.442,4.293,0,Basic Membership
150.206.17.20,23-01-2023 12.25,8.581,2.832,5.749,5.692,2.889,4,Premium Membership
162.308.18.7,23-01-2023 12.30,7.441,3.274,4.167,2.191,5.25,4,Basic Membership
170.251.5.5,23-01-2023 12.35,7.772,4.197,3.575,4.212,3.56,4,Basic Membership
169.266.16.4,23-01-2023 12.40,7.993,1.838,6.155,5.068,2.925,0,Basic Membership
175.274.15.19,23-01-2023 12.45,8.08,4.929,3.151,2.824,5.256,3,Premium Membership
157.343.13.3,23-01-2023 12.50,9.368,3.091,6.277,5.324,4.044,4,Basic Membership
160.347.12.7,23-01-2023 12.55,9.11,5.193,3.917,4.259,4.851,3,Premium Membership
172.341.12.20,23-01-2023 13.00,9.059,4.892,4.167,5.678,3.381,2,Basic Membership
151.263.16.19,23-01-2023 13.05,7.276,2.474,4.802,2.468,4.808,2,Basic Membership
155.303.5.13,23-01-2023 13.10,7.334,2.86,4.474,3.849,3.485,0,Basic Membership
173.323.20.4,23-01-2023 13.15,9.5,3.515,5.985,2.839,6.661,4,Premium Membership
187.312.0.2,23-01-2023 13.20,7.01,1.893,5.117,4.263,2.747,2,Premium Membership
156.297.5.8,23-01-2023 13.25,9.576,2.777,6.799,5.447,4.129,3,Premium Membership
172.278.3.7,23-01-2023 13.30,9.301,3.627,5.674,6.15,3.151,4,Basic Membership
171.299.11.11,23-01-2023 13.35,7.007,1.471,5.536,3.023,3.984,2,Basic Membership
187.254.6.3,23-01-2023 13.40,9.24,3.511,5.729,5.115,4.125,1,Basic Membership
164.261.20.0,23-01-2023 13.45,9.281,3.991,5.29,5.953,3.328,2,Premium Membership
185.223.0.9,23-01-2023 13.50,7.377,5.238,2.139,2.263,5.114,4,Basic Membership
172.256.3.10,23-01-2023 13.55,8.131,5.692,2.439,4.57,3.561,4,Premium Membership
155.240.6.17,23-01-2023 14.00,9.401,4.889,4.512,2.892,6.509,2,Basic Membership
188.337.13.15,23-01-2023 14.05,12.399,8.679,3.72,7.34,5.059,2,Basic Membership
160.220.14.18,23-01-2023 14.10,15.247,7.014,8.233,8.523,6.724,2,Premium Membership
157.270.3.16,23-01-2023 14.15,13.349,7.609,5.74,3.451,9.898,3,Basic Membership
175.252.11.17,23-01-2023 14.20,14.603,10.076,4.527,5.78,8.823,2,Basic Membership
188.288.9.13,23-01-2023 14.25,15.169,11.377,3.792,5.006,10.163,1,Basic Membership
189.332.13.13,23-01-2023 14.30,15.396,6.004,9.392,9.085,6.311,2,Premium Membership
174.308.1.7,23-01-2023 14.35,14.07,3.799,10.271,6.945,7.125,4,Premium Membership
178.217.6.2,23-01-2023 14.40,11.557,8.668,2.889,8.466,3.091,4,Premium Membership
151.313.9.11,23-01-2023 14.45,11.233,8.088,3.145,4.794,6.439,0,Premium Membership
154.288.7.3,23-01-2023 14.50,12.883,7.73,5.153,4.2,8.683,0,Basic Membership
187.309.1.14,23-01-2023 14.55,15.632,9.379,6.253,5.19,10.442,1,Premium Membership
156.255.5.14,23-01-2023 15.00,14.765,10.335,4.43,8.416,6.349,3,Basic Membership
172.273.11.2,23-01-2023 15.05,16.977,5.942,11.035,6.867,10.11,4,Basic Membership
171.276.1.9,23-01-2023 15.10,17.304,10.036,7.268,9.669,7.635,0,Basic Membership
183.306.9.7,23-01-2023 15.15,15.826,4.59,11.236,8.18,7.646,4,Basic Membership
168.294.12.6,23-01-2023 15.20,17.874,5.72,12.154,9.395,8.479,4,Basic Membership
160.322.17.13,23-01-2023 15.25,16.656,6.329,10.327,8.918,7.738,3,Premium Membership
185.224.4.12,23-01-2023 15.30,15.487,9.447,6.04,8.795,6.692,1,Basic Membership
171.268.16.5,23-01-2023 15.35,18.279,4.387,13.892,6.339,11.94,4,Premium Membership
180.293.14.15,23-01-2023 15.40,17.471,11.88,5.591,6.248,11.223,2,Basic Membership
172.297.0.18,23-01-2023 15.45,17.088,11.962,5.126,6.647,10.441,1,Premium Membership
158.288.1.0,23-01-2023 15.50,16.17,5.336,10.834,9.603,6.567,0,Basic Membership
179.299.4.1,23-01-2023 15.55,18.633,10.062,8.571,12.697,5.936,0,Premium Membership
151.331.5.4,23-01-2023 16.00,15.325,4.904,10.421,5.597,9.728,4,Basic Membership
170.262.13.13,23-01-2023 16.05,15.434,9.878,5.556,7.205,8.229,4,Premium Membership
154.336.12.10,23-01-2023 16.10,15.112,9.218,5.894,8.89,6.222,4,Basic Membership
160.207.20.9,23-01-2023 16.15,19.317,11.59,7.727,6.181,13.136,2,Basic Membership
152.259.8.17,23-01-2023 16.20,17.444,6.28,11.164,8.771,8.673,3,Premium Membership
169.209.0.14,23-01-2023 16.25,17.17,8.413,8.757,7.967,9.203,3,Basic Membership
167.305.14.1,23-01-2023 16.30,17.226,3.79,13.436,10.956,6.27,3,Premium Membership
178.252.10.4,23-01-2023 16.35,15.328,7.817,7.511,3.673,11.655,0,Premium Membership
171.278.17.11,23-01-2023 16.40,16.924,12.524,4.4,11.82,5.104,0,Basic Membership
185.280.18.18,23-01-2023 16.45,18.147,7.259,10.888,12.086,6.061,4,Basic Membership
171.348.20.8,23-01-2023 16.50,17.419,11.148,6.271,8.494,8.925,3,Basic Membership
182.218.3.18,23-01-2023 16.55,17.514,5.429,12.085,8.648,8.866,0,Basic Membership
190.277.19.17,23-01-2023 17.00,15.201,6.688,8.513,8.494,6.707,3,Basic Membership
190.257.9.4,23-01-2023 17.05,19.504,11.897,7.607,5.428,14.076,0,Basic Membership
163.318.10.4,23-01-2023 17.10,16.317,5.548,10.769,9.203,7.114,4,Premium Membership
157.316.19.3,23-01-2023 17.15,17.768,11.549,6.219,5.277,12.491,0,Basic Membership
169.217.14.15,23-01-2023 17.20,15.307,7.347,7.96,9.417,5.89,2,Basic Membership
168.310.7.8,23-01-2023 17.25,18.547,11.87,6.677,8.235,10.312,3,Basic Membership
160.236.6.6,23-01-2023 17.30,19.373,9.88,9.493,9.382,9.991,2,Basic Membership
166.241.19.3,23-01-2023 17.35,17.232,9.822,7.41,4.26,12.972,4,Premium Membership
180.207.11.9,23-01-2023 17.40,18.959,5.498,13.461,5.559,13.4,0,Basic Membership
150.306.6.20,23-01-2023 17.45,17.965,13.114,4.851,9.414,8.551,4,Basic Membership
168.314.3.0,23-01-2023 17.50,16.071,4.821,11.25,8.244,7.827,3,Basic Membership
169.257.3.0,23-01-2023 17.55,17.963,13.113,4.85,6.984,10.979,3,Basic Membership
155.326.6.11,23-01-2023 18.00,19.533,9.181,10.352,9.274,10.259,0,Basic Membership
177.288.16.2,23-01-2023 18.05,19.139,11.675,7.464,6.739,12.4,4,Basic Membership
162.261.9.20,23-01-2023 18.10,19.992,11.196,8.796,7.477,12.515,2,Basic Membership
189.329.0.7,23-01-2023 18.15,16.599,6.806,9.793,8.061,8.538,2,Basic Membership
151.241.3.20,23-01-2023 18.20,17.698,8.141,9.557,6.449,11.249,0,Basic Membership
173.331.6.4,23-01-2023 18.25,18.395,9.014,9.381,8.206,10.189,2,Basic Membership
176.348.11.3,23-01-2023 18.30,19.903,9.155,10.748,9.354,10.549,3,Basic Membership
176.200.16.5,23-01-2023 18.35,15,10.5,4.5,9.39,5.61,0,Premium Membership
189.341.20.20,23-01-2023 18.40,17.652,6.531,11.121,9.806,7.846,1,Basic Membership
185.291.15.16,23-01-2023 18.45,15.581,7.79,7.791,6.778,8.803,0,Basic Membership
188.337.13.15,23-01-2023 18.50,17.891,4.294,13.597,9.84,8.051,4,Basic Membership
167.264.0.18,23-01-2023 18.55,18.502,7.031,11.471,10.428,8.074,4,Basic Membership
166.254.18.7,23-01-2023 19.00,19.474,7.984,11.49,5.233,14.241,0,Basic Membership
157.227.14.1,23-01-2023 19.05,14.86,7.579,7.281,9.595,5.265,2,Basic Membership
185.299.12.14,23-01-2023 19.10,13.997,8.118,5.879,9.546,4.451,0,Basic Membership
176.246.16.2,23-01-2023 19.15,14.009,3.082,10.927,8.478,5.531,4,Basic Membership
156.231.0.4,23-01-2023 19.20,12.134,7.644,4.49,3.236,8.898,1,Basic Membership
190.335.11.12,23-01-2023 19.25,15.403,6.931,8.472,5.576,9.827,4,Basic Membership
150.276.11.1,23-01-2023 19.30,14.628,6.875,7.753,8.025,6.603,1,Premium Membership
187.246.10.12,23-01-2023 19.35,14.328,5.874,8.454,7.452,6.876,2,Premium Membership
170.236.11.0,23-01-2023 19.40,14.871,10.41,4.461,5.443,9.428,1,Basic Membership
154.301.0.7,23-01-2023 19.45,13.256,7.556,5.7,8.691,4.565,1,Basic Membership
189.332.14.7,23-01-2023 19.50,12.192,5.852,6.34,5.779,6.413,2,Premium Membership
157.335.17.10,23-01-2023 19.55,12.855,9.127,3.728,8.788,4.067,4,Basic Membership
163.253.6.2,23-01-2023 20.00,12.503,6.252,6.251,4.814,7.689,1,Basic Membership
189.205.7.3,23-01-2023 20.05,13.096,7.858,5.238,6.05,7.046,3,Basic Membership
181.266.16.18,23-01-2023 20.10,15.205,7.907,7.298,8.144,7.061,0,Premium Membership
175.327.18.20,23-01-2023 20.15,13.238,7.016,6.222,5.907,7.331,3,Basic Membership
181.345.2.17,23-01-2023 20.20,13.901,4.309,9.592,6.916,6.985,3,Basic Membership
184.323.8.20,23-01-2023 20.25,14.399,8.063,6.336,10.655,3.744,4,Premium Membership
152.232.11.17,23-01-2023 20.30,14.836,2.967,11.869,6.142,8.694,0,Basic Membership
167.239.9.2,23-01-2023 20.35,15.981,3.835,12.146,5.721,10.26,3,Premium Membership
158.323.14.3,23-01-2023 20.40,13.913,9.878,4.035,3.751,10.162,2,Basic Membership
168.235.4.10,23-01-2023 20.45,15.926,8.282,7.644,6.95,8.976,3,Basic Membership
156.297.5.8,23-01-2023 20.50,15.128,8.623,6.505,4.535,10.593,4,Premium Membership
150.206.17.20,23-01-2023 20.55,13.396,6.564,6.832,6.332,7.064,4,Premium Membership
150.255.6.17,23-01-2023 21.00,12.74,6.497,6.243,6.114,6.626,0,Basic Membership
170.245.8.19,23-01-2023 21.05,13.298,3.723,9.575,4.011,9.287,2,Premium Membership
176.209.15.8,23-01-2023 21.10,14.027,8.697,5.33,6.898,7.129,0,Basic Membership
171.246.11.4,23-01-2023 21.15,14.057,3.936,10.121,4.2,9.857,0,Basic Membership
186.346.9.20,23-01-2023 21.20,13.326,4.131,9.195,8.25,5.076,0,Premium Membership
169.265.8.20,23-01-2023 21.25,14.616,10.524,4.092,6.016,8.6,1,Basic Membership
155.312.19.11,23-01-2023 21.30,13.194,9.236,3.958,8.484,4.71,0,Basic Membership
167.266.18.0,23-01-2023 21.35,14.994,6.597,8.397,4.03,10.964,4,Basic Membership
170.251.5.5,23-01-2023 21.40,12.8,2.56,10.24,4.019,8.781,1,Basic Membership
182.218.3.18,23-01-2023 21.45,12.553,8.662,3.891,5.394,7.159,3,Basic Membership
187.214.8.10,23-01-2023 21.50,13.493,7.151,6.342,7.613,5.88,2,Basic Membership
181.271.11.7,23-01-2023 21.55,12.181,4.629,7.552,5.645,6.536,3,Basic Membership
152.291.15.6,23-01-2023 22.00,13.015,3.774,9.241,7.449,5.566,0,Premium Membership
171.275.11.20,23-01-2023 22.05,13.862,9.288,4.574,4.676,9.186,4,Premium Membership
176.236.11.2,23-01-2023 22.10,15.299,4.437,10.862,8.775,6.524,0,Basic Membership
189.260.15.14,23-01-2023 22.15,13.019,8.072,4.947,4.913,8.106,2,Premium Membership
156.205.11.12,23-01-2023 22.20,12.088,7.857,4.231,7.186,4.902,0,Basic Membership
162.214.2.14,23-01-2023 22.25,12.149,6.925,5.224,7.059,5.09,1,Basic Membership
189.247.12.7,23-01-2023 22.30,15.021,6.91,8.111,9.091,5.93,3,Basic Membership
175.216.17.2,23-01-2023 22.35,12.724,7.38,5.344,7.785,4.939,2,Premium Membership
186.258.17.12,23-01-2023 22.40,14.957,9.572,5.385,7.461,7.496,0,Basic Membership
151.268.13.6,23-01-2023 22.45,11.716,7.85,3.866,5.163,6.553,0,Basic Membership
178.264.16.10,23-01-2023 22.50,13.215,8.986,4.229,6.787,6.428,4,Basic Membership
165.324.19.8,23-01-2023 22.55,13.735,7.554,6.181,8.887,4.848,2,Basic Membership
162.292.5.13,23-01-2023 23.00,11.67,6.652,5.018,4.391,7.279,0,Basic Membership
170.203.16.20,23-01-2023 23.05,6.784,3.324,3.46,2.355,4.429,2,Basic Membership
190.246.5.9,23-01-2023 23.10,6.845,1.917,4.928,2.196,4.649,4,Basic Membership
178.266.11.6,23-01-2023 23.15,7.805,3.981,3.824,4.065,3.74,3,Premium Membership
161.267.14.5,23-01-2023 23.20,5.271,2.899,2.372,3.207,2.064,0,Basic Membership
166.277.12.7,23-01-2023 23.25,8.052,4.831,3.221,3.833,4.219,1,Basic Membership
182.238.19.13,23-01-2023 23.30,7.792,2.649,5.143,3.215,4.577,4,Premium Membership
156.206.11.19,23-01-2023 23.35,4.668,3.221,1.447,1.439,3.229,2,Basic Membership
177.350.18.14,23-01-2023 23.40,4.841,1.113,3.728,2.391,2.45,4,Basic Membership
189.297.4.5,23-01-2023 23.45,3.131,1.91,1.221,1.315,1.816,1,Basic Membership
181.267.12.17,23-01-2023 23.50,3.669,0.807,2.862,1.546,2.123,1,Basic Membership
163.307.10.6,23-01-2023 23.55,4.172,2.837,1.335,2.398,1.774,2,Premium Membership
186.333.10.20,24-01-2023 0.00,3.315,2.088,1.227,1.037,2.278,0,Premium Membership
165.324.19.0,24-01-2023 0.05,3.408,1.091,2.317,2.272,1.136,3,Premium Membership
164.307.10.4,24-01-2023 0.10,3.115,1.682,1.433,1.317,1.798,1,Basic Membership
158.291.17.7,24-01-2023 0.15,3.544,1.24,2.304,1.348,2.196,0,Basic Membership
163.316.9.1,24-01-2023 0.20,4.268,1.835,2.433,1.611,2.657,1,Premium Membership
153.329.6.15,24-01-2023 0.25,4.041,1.576,2.465,1.318,2.723,2,Premium Membership
163.300.12.18,24-01-2023 0.30,4.983,1.744,3.239,2.165,2.818,2,Basic Membership
161.313.9.3,24-01-2023 0.35,4.971,1.64,3.331,3.063,1.908,2,Basic Membership
183.342.6.3,24-01-2023 0.40,4.228,2.241,1.987,1.856,2.372,1,Basic Membership
178.282.6.2,24-01-2023 0.45,4.912,3.586,1.326,2.793,2.119,4,Premium Membership
181.266.20.4,24-01-2023 0.50,4.071,2.158,1.913,2.325,1.746,2,Basic Membership
165.223.5.7,24-01-2023 0.55,4.25,2.848,1.402,2.155,2.095,1,Basic Membership
185.203.12.2,24-01-2023 1.00,3.657,1.609,2.048,1.597,2.06,3,Basic Membership
185.202.20.7,24-01-2023 1.05,3.175,1.492,1.683,1.115,2.06,3,Basic Membership
172.305.7.11,24-01-2023 1.10,3.525,1.022,2.503,2.034,1.491,4,Basic Membership
163.285.12.7,24-01-2023 1.15,4.925,1.428,3.497,2.935,1.99,4,Premium Membership
160.314.14.17,24-01-2023 1.20,4.356,1.394,2.962,2.763,1.593,2,Basic Membership
176.243.18.4,24-01-2023 1.25,4.547,2.001,2.546,1.911,2.636,1,Premium Membership
189.249.15.19,24-01-2023 1.30,4.66,2.61,2.05,1.385,3.275,2,Basic Membership
169.265.8.20,24-01-2023 1.35,3.999,2.759,1.24,2.545,1.454,3,Basic Membership
174.347.15.8,24-01-2023 1.40,3.091,1.886,1.205,1.781,1.31,3,Basic Membership
162.233.20.14,24-01-2023 1.45,4.044,2.103,1.941,1.928,2.116,4,Basic Membership
152.214.19.12,24-01-2023 1.50,3.193,0.702,2.491,1.944,1.249,4,Basic Membership
181.254.18.20,24-01-2023 1.55,4.38,1.27,3.11,2.49,1.89,0,Basic Membership
189.249.4.15,24-01-2023 2.00,4.672,2.056,2.616,2.755,1.917,3,Basic Membership
150.297.18.9,24-01-2023 2.05,4.49,2.559,1.931,2.173,2.317,3,Premium Membership
168.330.2.14,24-01-2023 2.10,4.3,1.204,3.096,1.409,2.891,1,Basic Membership
161.341.11.4,24-01-2023 2.15,4.989,1.596,3.393,2.586,2.403,1,Premium Membership
170.250.17.12,24-01-2023 2.20,3.928,2.003,1.925,2.292,1.636,0,Premium Membership
177.205.13.1,24-01-2023 2.25,3.852,1.04,2.812,1.247,2.605,2,Premium Membership
185.312.15.15,24-01-2023 2.30,3.554,0.746,2.808,1.967,1.587,3,Basic Membership
173.274.12.8,24-01-2023 2.35,4.982,2.242,2.74,1.726,3.256,3,Basic Membership
151.282.16.5,24-01-2023 2.40,3.936,0.866,3.07,1.38,2.556,0,Basic Membership
153.256.19.13,24-01-2023 2.45,4.781,1.673,3.108,2.694,2.087,3,Premium Membership
158.332.17.15,24-01-2023 2.50,4.095,2.826,1.269,1.639,2.456,1,Basic Membership
160.248.12.19,24-01-2023 2.55,4.558,1.048,3.51,1.983,2.575,2,Premium Membership
189.297.4.5,24-01-2023 3.00,4.052,2.796,1.256,2.042,2.01,4,Basic Membership
169.286.3.20,24-01-2023 3.05,6.199,4.339,1.86,1.593,4.606,1,Basic Membership
176.237.1.19,24-01-2023 3.10,6.681,4.677,2.004,3.641,3.04,4,Basic Membership
164.271.18.6,24-01-2023 3.15,4.78,1.864,2.916,2.274,2.506,0,Premium Membership
156.211.8.7,24-01-2023 3.20,6.23,2.305,3.925,3.455,2.775,0,Premium Membership
150.265.7.13,24-01-2023 3.25,5.823,1.456,4.367,3.407,2.416,0,Basic Membership
182.267.14.0,24-01-2023 3.30,6.55,3.799,2.751,4.407,2.143,0,Premium Membership
169.207.20.0,24-01-2023 3.35,5.361,3.485,1.876,1.7,3.661,0,Premium Membership
182.280.12.2,24-01-2023 3.40,4.088,1.88,2.208,1.514,2.574,0,Premium Membership
164.208.6.13,24-01-2023 3.45,6.889,3.72,3.169,3.086,3.803,1,Basic Membership
184.336.0.2,24-01-2023 3.50,4.252,2.424,1.828,2.514,1.738,4,Basic Membership
188.349.8.6,24-01-2023 3.55,5.72,1.716,4.004,4.181,1.539,4,Premium Membership
177.213.6.12,24-01-2023 4.00,6.064,4.184,1.88,3.267,2.797,2,Premium Membership
166.221.20.19,24-01-2023 4.05,6.104,2.625,3.479,2.413,3.691,1,Basic Membership
189.213.7.7,24-01-2023 4.10,6.408,4.614,1.794,1.876,4.532,3,Basic Membership
162.334.5.15,24-01-2023 4.15,6.007,3.003,3.004,3.845,2.162,3,Basic Membership
166.281.15.11,24-01-2023 4.20,4.427,3.187,1.24,2.026,2.401,4,Basic Membership
185.223.0.9,24-01-2023 4.25,4.572,3.429,1.143,1.726,2.846,4,Basic Membership
169.232.19.5,24-01-2023 4.30,6.97,2.439,4.531,4.084,2.886,3,Basic Membership
166.254.18.7,24-01-2023 4.35,4.008,2.846,1.162,1.581,2.427,2,Basic Membership
164.305.1.16,24-01-2023 4.40,6.912,2.35,4.562,3.822,3.09,4,Basic Membership
165.350.16.19,24-01-2023 4.45,4.337,2.689,1.648,1.321,3.016,3,Basic Membership
173.331.3.19,24-01-2023 4.50,5.65,3.503,2.147,3.821,1.829,2,Basic Membership
188.203.7.16,24-01-2023 4.55,4.072,2.158,1.914,2.33,1.742,2,Basic Membership
174.201.11.8,24-01-2023 5.00,5.088,3.562,1.526,1.638,3.45,3,Basic Membership
184.216.19.13,24-01-2023 5.05,9.489,6.168,3.321,5.134,4.355,4,Basic Membership
185.288.5.7,24-01-2023 5.10,8.242,4.863,3.379,4.617,3.625,4,Basic Membership
179.260.11.18,24-01-2023 5.15,12.539,8.527,4.012,7.398,5.141,4,Premium Membership
183.263.17.6,24-01-2023 5.20,12.009,4.323,7.686,4.15,7.859,0,Basic Membership
152.203.1.0,24-01-2023 5.25,12.729,7.892,4.837,6.507,6.222,4,Basic Membership
165.203.2.11,24-01-2023 5.30,12.238,5.997,6.241,5.513,6.725,4,Premium Membership
189.265.11.1,24-01-2023 5.35,9.803,3.039,6.764,3.762,6.041,3,Basic Membership
159.294.7.7,24-01-2023 5.40,10.613,3.184,7.429,6.102,4.511,4,Basic Membership
189.332.14.7,24-01-2023 5.45,8.405,3.95,4.455,4.688,3.717,3,Premium Membership
169.230.10.1,24-01-2023 5.50,10.299,2.884,7.415,4.647,5.652,1,Premium Membership
155.235.2.6,24-01-2023 5.55,10.602,3.287,7.315,4.339,6.263,1,Basic Membership
152.249.16.20,24-01-2023 6.00,8.161,3.509,4.652,3.477,4.684,4,Basic Membership
183.291.11.8,24-01-2023 6.05,9.312,5.122,4.19,6.193,3.119,1,Basic Membership
152.291.15.6,24-01-2023 6.10,10.58,6.877,3.703,4.904,5.676,2,Premium Membership
150.265.7.13,24-01-2023 6.15,12.994,4.808,8.186,6.657,6.337,1,Basic Membership
177.315.4.20,24-01-2023 6.20,11.487,4.71,6.777,4.86,6.627,3,Premium Membership
168.304.3.20,24-01-2023 6.25,12.129,4.973,7.156,5.326,6.803,3,Basic Membership
173.295.6.8,24-01-2023 6.30,10.171,4.272,5.899,5.482,4.689,1,Basic Membership
166.221.20.19,24-01-2023 6.35,9.83,2.556,7.274,3.462,6.368,1,Basic Membership
185.305.7.9,24-01-2023 6.40,10.959,3.397,7.562,7.355,3.604,0,Basic Membership
170.269.12.16,24-01-2023 6.45,10.219,4.19,6.029,3.894,6.325,4,Basic Membership
171.324.18.18,24-01-2023 6.50,8.746,5.86,2.886,4.442,4.304,0,Basic Membership
174.316.15.16,24-01-2023 6.55,11.801,2.596,9.205,2.948,8.853,2,Basic Membership
156.231.0.4,24-01-2023 7.00,12.754,5.102,7.652,7.882,4.872,0,Basic Membership
158.234.8.3,24-01-2023 7.05,8.004,5.283,2.721,2.731,5.273,1,Premium Membership
181.337.1.18,24-01-2023 7.10,10.933,5.139,5.794,5.047,5.886,1,Basic Membership
163.245.20.15,24-01-2023 7.15,9.091,3.545,5.546,3.504,5.587,2,Basic Membership
178.264.16.10,24-01-2023 7.20,12.749,3.315,9.434,6.533,6.216,1,Basic Membership
155.275.10.17,24-01-2023 7.25,10.516,6.73,3.786,6.583,3.933,0,Basic Membership
186.276.16.2,24-01-2023 7.30,10.317,4.643,5.674,3.374,6.943,0,Basic Membership
153.258.3.16,24-01-2023 7.35,8.423,3.032,5.391,4.323,4.1,3,Premium Membership
153.237.4.12,24-01-2023 7.40,11.994,6.237,5.757,4.682,7.312,3,Basic Membership
185.249.18.8,24-01-2023 7.45,9.32,4.287,5.033,3.372,5.948,2,Basic Membership
161.223.2.7,24-01-2023 7.50,11.813,5.906,5.907,4.666,7.147,1,Premium Membership
183.263.17.6,24-01-2023 7.55,11.468,6.881,4.587,4.312,7.156,3,Basic Membership
190.225.11.14,24-01-2023 8.00,8.144,5.782,2.362,5.048,3.096,3,Basic Membership
167.221.20.14,24-01-2023 8.05,8.039,2.251,5.788,2.746,5.293,2,Basic Membership
152.336.13.0,24-01-2023 8.10,11.554,7.51,4.044,7.539,4.015,4,Premium Membership
164.335.14.6,24-01-2023 8.15,9.966,2.193,7.773,6.159,3.807,3,Premium Membership
174.218.2.16,24-01-2023 8.20,10.909,6.109,4.8,3.84,7.069,3,Basic Membership
177.282.5.1,24-01-2023 8.25,12.621,4.291,8.33,8.913,3.708,3,Basic Membership
188.291.10.8,24-01-2023 8.30,12.45,9.088,3.362,7.251,5.199,1,Basic Membership
190.331.1.20,24-01-2023 8.35,10.188,2.751,7.437,5.581,4.607,0,Premium Membership
178.228.13.20,24-01-2023 8.40,9.722,4.278,5.444,4.573,5.149,4,Basic Membership
186.264.9.19,24-01-2023 8.45,8.047,5.552,2.495,4.526,3.521,3,Premium Membership
185.216.14.4,24-01-2023 8.50,9.029,2.167,6.862,5.186,3.843,1,Basic Membership
177.238.11.6,24-01-2023 8.55,11.961,7.296,4.665,3.752,8.209,2,Basic Membership
168.314.3.0,24-01-2023 9.00,10.596,5.51,5.086,5.896,4.7,1,Basic Membership
157.270.3.16,24-01-2023 9.05,12.955,2.98,9.975,8.86,4.095,0,Basic Membership
176.257.20.1,24-01-2023 9.10,8.093,4.127,3.966,4.781,3.312,0,Basic Membership
162.306.9.20,24-01-2023 9.15,12.202,8.419,3.783,6.117,6.085,0,Premium Membership
168.275.7.2,24-01-2023 9.20,12.908,9.165,3.743,4.603,8.305,3,Basic Membership
159.273.12.10,24-01-2023 9.25,9.213,2.58,6.633,5.167,4.046,4,Premium Membership
161.204.16.2,24-01-2023 9.30,10.4,6.864,3.536,4.959,5.441,3,Basic Membership
172.272.20.5,24-01-2023 9.35,10.306,7.317,2.989,3.939,6.367,3,Basic Membership
189.249.4.15,24-01-2023 9.40,12.54,9.28,3.26,5.493,7.047,0,Basic Membership
174.267.3.18,24-01-2023 9.45,11.039,8.169,2.87,6.705,4.334,3,Basic Membership
177.350.18.14,24-01-2023 9.50,8.488,5.687,2.801,3.612,4.876,0,Basic Membership
179.281.5.11,24-01-2023 9.55,12.109,3.633,8.476,5.122,6.987,4,Basic Membership
160.223.2.1,24-01-2023 10.00,12.752,8.926,3.826,4.693,8.059,2,Basic Membership
155.303.5.13,24-01-2023 10.05,12.335,2.467,9.868,5.847,6.488,2,Basic Membership
170.334.20.14,24-01-2023 10.10,8.944,6.619,2.325,4.034,4.91,2,Basic Membership
166.345.15.1,24-01-2023 10.15,11.995,8.396,3.599,7.629,4.366,0,Basic Membership
158.269.6.17,24-01-2023 10.20,12.612,5.171,7.441,8.816,3.796,1,Premium Membership
162.337.14.13,24-01-2023 10.25,10.28,4.42,5.86,5.406,4.874,4,Basic Membership
